id,score,title,report
flcl****,1,기생충, 과평가. 라고 밖에 할 말이 없네요
bomi****,10,알라딘, 진짜 음악도 너무 좋고 자스민 공주도 너무 예쁘고 윌 스미스 연기도 능청스럽고 너무 좋았는데 알라딘 볼 때 마다 어딘가 모르게 최강창민 닮아서 자꾸 집중 안됨
sere****,10,기생충, 어느순간 갑자기 바뀌어 버리는 배우들의 눈빛이 섬뜩하기도
cool****,2,기묘한 가족, 유튜브에서 망작리뷰보다가 생각나서 왔습니다.영화관가서 단체로 핸드폰하고 자고 하는 영화는 처음이었어요.
djc0****,10,코렐라인: 비밀의 문, 나한테 인생 영화가 뭐냐고 물어보면 주저없이 코렐라인이다 진짜
mooo****,10,더 라스트: 나루토 더 무비, &amp;#34;그 녀석이 없으면... 마을을 지키는건 나밖에 없잖아&amp;#34;
tkdd****,10,기생충, 잘 짜여진 이야기 속에서 만날 수 있는 선한불쾌함 재 관람 의사가 선뜻 생겨나지 않지만 좋은 작품임은 확실합니다.
ldy2****,4,블라인드, 김하늘 진짜 너무 이뻤음
oack****,8,기생충, 미래에 부를 줄 가슴에 얹은 돌로 내려칠 수 있는것은 또다른 바퀴벌레 뿐이요
kdh1****,9,알라딘, 아이들이너무재미있어합니다.
tkdg****,10,증인, 108글자쓰고싶은데너무기니까  나는 자페아따라갈수가없다 저렇게똑똑할수없으니깐.
kdh1****,7,엑스맨: 다크 피닉스, 감사합니다.감사합니다
kais****,2,0.0MHz, 초등학생 동생과 같이 다운 받아서 봤는데시작과 끝까지 배꼽잡고 보더라구요..
ldy2****,6,웰컴 투 동막골, 이 영화 하면 강혜정..
jaem****,10,로건, Good bye forever.
tudd****,10,인형의 집으로 오세요, 브랜든은 왜갑자기 던이 좋아진거지ㅋㅋ
llym****,10,알라딘, 감동적이었습니다역시 디즈니.
ssd4****,10,인턴, 나이는 열정과 노력앞에서는 그저 숫자일 뿐.
poro****,1,0.0MHz, ㅋㅋ 원작 그대로 스토리가고 cg처리 안했으면 반은 갔다. 최악
rose****,10,기묘한 가족, 너무 재밌게 잘봤어요보는내내 취향저격^^ 말투들도 웃기고 저는 넘 재밌었어요 간만에 계속 웃으며본영화
lay2****,8,기생충, 현실을 보는 감독의 싸늘한 시선에 피가 얼어 붙어 버릴 것만 같은 영화
itum****,1,0.0MHz, 공포영화의 탈을 쓴 코미디영화
xorr****,2,캡틴 마블, 페미 어쩌구 이런걸 떠나서 그냥 영화가 존나게 재미없다
kmlo****,8,키드냅, 시발 휴대폰없는설정이네ㅋㅋ시간띄우기좋은영화긴하다만 머 애매하다ㅋㅋ욕하기도글코 
artm****,10,알라딘, 어렸을때 봤던 감동 그이상이네요
live****,2,걸캅스, 미치겠다 ㅎ 이게 9.08  
come****,1,0.0MHz, 공포영화라기보단 코믹영화임 ㅋㅋ 정은지가 입사귀로 막 귀신들린선배 때리는거 개웃김 ㅋㅋ 그리고 귀신이 무서기라기보단 ㅈㄴ 웃김 ㅋㅋ 그  초반에 슈퍼가게에 주인연기부터 좀 신인인기자들 연기가 코믹스럽고 도저히영화에 몰입이안되 ㅋㅋ 그냥 막찍은저예산영화
mylo****,10,야수와 미녀, 보면 볼수록 명작....이유없이 눈물이 나온다... 
baks****,6,피닉스, 지난5년간 평점 달아준 사람이 없네~나라도 달아 줘야지.에너미 라인즈 맥스 페인까진 그럭저럭 볼만했었는데 다이하드5폭망하고 차기작 신작 소식이 없는 존 무어.존 무어 재기해라.근데 이 영화 캐스트 어웨이에 비해 별로 대단치 않음.윌슨 같은 캐릭이 없다
cjfg****,4,0.0MHz, 저예산 티가 너무난다 공포 영화 좋아하는사람들은 하나도 안무서울듯 그냥 갑툭티가 전부인 영화
just****,10,기생충, 강렬하다. 불편하다. 봉준호 감독의 최고의 명작
jhk2****,10,기생충, 잘  만든 영화 감사합니다
bles****,2,다이노소어 월드, 저예산이 문제가 아니다...
kisc****,10,더 기버: 기억전달자, 소설을 읽을때 영화가 이해하는데 큰도움을 줬어요
ghdw****,10,0.0MHz, 여자배우들이 잘뽑아서 좋은영화 성열분도 잘하시구
rayi****,4,걸캅스, 개노잼... 무한상사보다 퀄리티 낮은 개삼류
mj62****,10,그녀, 인간과 인간 사이의 사랑보다 더 나아 보인다. 사랑이란 무엇일까.
hrrm****,2,공작, 그런 역사적인 자리에서 나이가 중요하니 효리야 에효... 나이를 먹어도 인기는 있는데 머리에 든게 없으니 원 하여간 본능적으로 서열정리 하고싶어하는 심리는 알아줘야해 
sibe****,9,기생충, 영화보는 내내 깨물었던 엄지 손가락이 집에와서 잠들때까지 아팠다
ask3****,6,호텔 뭄바이, 무교인 사람으로서 그저 종교가 무섭게 느껴졌다.
lovh****,1,0.0MHz, 마지막에 아궁이에서 불 나올 때 그래픽 ㄷㄷ 잎으로 여자 때릴 땐 나도 모르게 현웃터짐 ㅋㅋㅋ
pott****,6,기생충, 황금종려임에도 불구하고 삑사리 기생충 보단 날카로운 마더가 그리울뿐
dlth****,1,0.0MHz, 이렇게 못만들기도 쉽지 않겠다ㅜㅜ 연출 cg 음악 뭐 하나도 괜찮은게 없네ㅜㅜ 연기도 별로 모르겠음 그나마 최윤영배우 하드캐리
dbst****,1,0.0MHz, 1점정도는 줄만함. 마지막은 진짜ㅋㅋㅋ갑분사투리갑분cg 
chat****,10,바람 바람 바람, 잼나는데 ㅎㅎ 우디앨런풍 ㅎㅎㅎ
joog****,10,클레멘타인, 수능 만점 받게 해주세요
fair****,10,기생충, 결국 너나 할 것 없이 누군가에게 기대어 살아야만 하는 존재들
k220****,1,걸캅스, 5월9일 조조영화 제일 빠른게 10시 넘어서 끝나는데 9시에 재밌다고 댓글다는놈들은 뭐냐 ㅋㅋ개웃기네
maya****,4,0.0MHz, 놀라움의 연속 나방. 귀신 
majj****,10,프로메테우스, 다시 보는데 명작이다...ㅜㅜ
ance****,9,시간을 달리는 소녀, Time Waits For No One.
ws66****,2,걸캅스, 개망 뭔가 인도영화느낌
rica****,10,용호문, 이 영화의 액션은 엽문과 더불어 중국 무술영화하면 두고두고 회자되는 명작이지
wpdl****,9,더 헌트, 난 원장 맘에 들던데. 조선처럼 숨기고 거짓말하는 것 보다는. 클라라 코 삐뚤거릴 때마다 얼굴 찢어버리고 싶더라.
thsw****,10,알라딘, 최고의 영화예요ㅠㅠ 한 번 더 보러갈 생각입니다
pink****,10,기생충, 아니 이게 아니... 와 아니... 어... 와...
cass****,1,기생충, 0점은 줄수없나? 상받았다니까 괜히 난리네..
smil****,10,기생충, 예측하지 못한 전개
rica****,10,8인: 최후의 결사단, 견자단의 무술 솜씨를 조금이라도 볼수있는 것만으로 10점이다
jinj****,10,기생충, 가정부 아줌마 얼굴은  왜 다친거임?
dung****,8,마약왕, 그냥저냥 킬링타임으로 볼만하든데ㅋㅋㅋㅋ넷플릭스로 봐서 그런가?
s197****,10,말할 수 없는 비밀, 지금도...아직도...계속 찾게되는 그런 아련한 영화
blue****,9,로켓맨, 앨튼 존의 삶을 그의 노래로 전달..  감동적이었습니다.태런 애저튼 연기 노래 모두 최고였어요.
gon1****,10,겟 아웃, 극장 재방까지 다섯본 봄. 그래도 재미있음
onth****,10,상류사회, 기대를 안하고 봐서 그런가 재미있었다. 그런데 정말 평범한 시나리오 비슷한 영화가 있었는데 생각이 안나네.마지막 엔딩에 예술은 똥이다.. 대사가 너무 구렸음..그래도열심히 제작에 참여한 배우들을 위해 10점 준다.
goro****,10,기생충, 현실이네요ㅠ.. 내위치가어딘지..
kwc1****,10,알라딘, 램프의요정이 소원을 들어주는 이야기 ㅎㅎ어릴적 만화인가 동화책에서 봤던걸 영화로 볼 수 있어서 너무 좋았습니다.큰 기대없이 봤는데 많이 웃었습니다.최고니까 다들 꼭 보시길바래요.
much****,1,스파이더맨: 홈커밍, 애새1끼 존1나게 촐랑대네 진짜 정신분열증 걸렸나 도저히 몰입이 안됌
blue****,9,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?", 이런 열린 결말 좋아합니다 작화와 ost가 너무 좋네요
sute****,5,키드냅, 폰이야 떨어트려서그렇다쳐도 범인아닌 다른차들은 그렇게 사고내고다니면서 범인차는 왜 차로 안막아서냐... 차도 4륜 벤이라서 막아서면 밀고지나기힘들텐데...간단한방법놔두고 고생한다...
alsc****,2,목소리의 형태, 자신이 햇던 말과 행동을 어느순간 화살이 되어 자신에게 돌아온다.죄악감은 쉽게 사라지지않는다.
magi****,2,0.0MHz, 제발 아이돌좀 그만 갖다써 영화만들 돈이 남아도냐 진짜 더러워서 못보겠다 정은지 연기력은 그저그럼 이성열은 쓰레기 자체 나머지 주조연 다 듣보 연기력 쓰레기 내용 쓰레기 CG등 연출 다 ㅁ스레기 그니까 흥행도 안됨 돈이나 축냄 
piy1****,10,작은 아씨들, 너무 재밌는 영화였다ㅠㅠ
skae****,10,코코, 얼마전 돌아가신 외할아버지 의식 있으실때 제 경찰시험합격 여부를 물으셨다고 들었어요 살아계실때 꼭 붙어서 자랑스러운 손주되려했는데 죄송해요오래전 돌아가신..사진으로만 볼수있는 친할아버지사진만 봐도 절 얼마나 사랑하셨는지 느끼게 해주셔서 감사해요
powe****,10,고질라: 킹 오브 몬스터, 갓질라... 다음편도 기대함
jlob****,10,라라랜드, 두번 본 영화
qmff****,10,기생충, 현실의 잔혹함도 마주봐야하지않을까
ghks****,10,알라딘, 그냥 보는것만으로도 힐링된다ㅠㅠㅠㅠ
ante****,1,키드냅, 애 대리고 놀러나와서 딴짓하다가 애는 놓치고 ~ 끼야오오옷 우리 애긔 !! 하면서 난리치다가 폰 떨구고 ~ 다른 사람 피해주고 ~ 그러면서 엄머머 그런것도 감수하고 애 챙기는게 참 엄마거등욧?! ㅜㅜ ?!
ggom****,1,걸캅스, 최악중에 최악 걸캅쓰라쓰고 걸복동이라고 읽는다
tkdg****,10,기생충, 제가 한번 먹어보겠습니다 이말 한마디의 전국 자영업자들이 길거리의 나앉잤다.
marc****,6,뉴니스, 여주인공인 못생겨서 공감이 안감.
syu0****,10,교회오빠, 이런 귀한영화를 이제야 알아서 봤네요..인생을 변화시킬 만한 이런 영화를 상영관도 적고
hk_u****,10,로켓맨, 정말 감동이에요 꼭 보세요!
ahnj****,7,태풍이 지나가고, 태풍이 지나간게 아니고...그저 시간이 지나갔을뿐...그렇게 아물어간다..
ljyw****,10,알라딘, 정말 재밌어요끝나기전에 스크린으로 한번더봐야겠어요!!!
engi****,10,알라딘, 맘마미아2를 봤을때처럼 사람 인생에서 사랑만한것은 없다 라고 느끼게 해주네요ㅎㅎ사랑스러운 영화였어요~ 하지만 보고 나와서 남친이랑 술마시다 싸움^^..
dkff****,10,알라딘, 자스민 너무 멋있음... 더빙으로 다시 볼거임
yeri****,10,"그날, 바다", 너무 가슴아픕니다. 진상규명이 반드시 되길 기도합니다.
wpdl****,10,업그레이드, 영화 끝나고 일어서는데 갑자기 몸동작이 고효율화.
amen****,1,악질경찰, 보는동안 쭉 개답답해  스트레스 쌓임
wnse****,10,기생충, 재밌구만 대놓고 알바질이네 댓글들
mj43****,10,알라딘, 힐링 그 자체 
hina****,10,와이키키 브라더스, 이상과 현실 속 나같은 아싸들이 살아가며 느끼는 감정들. 
sond****,10,알라딘, 미녀와 야수보다 재밌었다
ajsu****,10,스윙걸즈, 무대에서 드럼솔로가 조명받는 순간부터 내 심장도 드럼비트만큼이나 빨라지기 시작했다 
cano****,1,기생충, 졸작!!!뷔페가서 음식은 많은데 먹을게 없었던것 같은 기분. 감독은 욕심이 많고 하나도 수습은 안된 채 영화는 끝났다. 찍은사람 본인은 알 것이다.
dmlc****,10,엑스맨: 다크 피닉스, 다크피닉스를 잘표현한거같애여
unji****,10,겟 아웃, 진짜. 잘만든 영화 ... 불쾌함과 소름의 연속임 ..
wate****,4,기생충, 가족 모두 보러갔는데
ifir****,10,기생충, 그거 얼마 차이난다고 우리집 냉장고에 가득 들어있는 필라이트 때문에 마음이 허하다
jlob****,10,로켓맨, 한밤의 상상속 오케스트라 장면은 명장면
tree****,10,명탐정 피카츄, 모험감 넘치고 재미있었습ㄴ디ㅏ
ms00****,10,호텔 뭄바이, 대박ㅜ1초도 고민말고 보세요
eunk****,10,바울, 감옥책임자가 마지막에 바울의 말씀을듣고 눈물을 훔친씬에서 눈물이 나더라고요..하....ㅠㅠ 명장면 ㅠㅠ
nini****,10,기생충, 와... 이건 후유증이 강하다 영화를 본지 2주가 다되가는데 지계속 생각난다..느낀것도 많고 여러모로 나에게 오랜만에 진지한 감명을 준 영화
sang****,1,언니, 이건 영화라고 하기도 민망할 정도다..
toro****,10,프라이멀 피어, 이거 결말을 예상한 사람이 있을까?난 다중인격이 연기로 애런이 로이역을 연기하는줄 알았는데..그게아니였어내가본 최고반전영화다
asdn****,5,무협: 강호수사대, 중국의 어설픈 CG무협을 벗어나서 좋았으나 스토리나 액션이 너무 취약했다. 무협은 90년대 초반에 나온거보다 나은게 없네
fenn****,8,엑스맨: 다크 피닉스, 마지막 전투랑 Ost가 개 좋아...
jho9****,10,기생충, 넘나리 재밌었어요~ㅎㅅㅎ
yili****,10,기생충, 영화가 끝나고 난 몇일동안 영화의 한장면 
reve****,1,뺑반, 1점도 아깝다..  좋은배우 좋은연기로도 커버가안됨
inju****,10,너는 여기에 없었다, 그냥 다운받아서 호아킨 연기만 계속 봐봐요 볼때마다.새로워요 그냥 제생각여요
dlfk****,8,나의 특별한 형제, 큰 기대없이 보면 볼만한 영화적당한 재미와 적당한 감동지루하지 않음
phea****,8,세 얼간이, 친구놈 소개로 봤는데 히야 이런 인도영화가 다 있구나
czar****,8,알라딘, 어릴적 램프의 요정 지니가 눈앞에 왔다!!
phea****,7,맘마미아!, 흥이 넘치게 하는 뮤지컬 영화!
hgo5****,10,말모이, 감사합니다 우리말 말모이
phea****,6,미래의 미라이, 인연이 쌓이고 쌓여 현재가 되는 과정.
idif****,1,돈키호테를 죽인 사나이, 광고영상과는 달리
happ****,9,이다, 나아가기 위해 흔들린다는 것. 110분 내내 흔들리던 이다가 마지막 순간  비로소 찾게 된 굳건하고 단호한 그 표정이
kimc****,10,알라딘, 쵝오 영화입니다.  모두 보셔요 
wlrm****,9,우아한 세계, 느와르 물에 현실성을 덧씌우면 이런 느낌
altj****,10,나츠메 우인장: 세상과 연을 맺다, 나츠메 우인장다운 잔잔함이 좋았어요
visi****,10,다크 나이트, 영화 조커 예고편 보기전에 히스레저 다시 봐야겠네요 진짜 역대급 영화 처음봤을때 그 조커 등장씬은 아직도 못 잊음
edu_****,10,기생충, 이렇게 진중한 메세지를 대중적으로 담아 낼수 있다는것에 놀란 영화..
rhcn****,9,길버트 그레이프, 오래전 본 영화를 다시보는 재미. 그시절을떠올리는며 보는 재미는 또 다른 느낌이군요...
sddu****,2,0.0MHz, 잎파리로 귀신 후두려팰때 코믹영화인줄 알았다..공포영화 보면서 웃음터지긴 처음이네
cact****,10,유전, 공포영화는 기승전결 깔끔하면 10점 줘야함
ekql****,10,명탐정 피카츄, 피카추는 애니화도 귀엽고 실사화도 귀엽다 피카추
rewa****,10,스포트라이트, 작품성과 완성도가 너무 좋다 
sja7****,10,엑스맨: 다크 피닉스, 너무너무 잼있어요 라고 낚아보자 나만 개손해볼순없다
sja7****,10,엑스맨: 다크 피닉스, 너무너무 잼있어요 라고 낚아보자 나만 개손해볼순없다
ekql****,10,알라딘, 윌스미스는 사실 지니였던거 같다
wlrm****,8,클래식, 배우
beof****,10,알라딘, 한번이상은 꼭 보고싶게 만드는 영화
ekql****,8,기생충, 많은생각에 잠기게되는영화였어요비가 내리는날 누군가에게는 삶의 터전을 잃는 날이고 누군가에게는 미세먼지를 걷어내주는 날이었던게 씁쓸했네요
koos****,10,알라딘, 말이 필요 없는 영화오감이 즐거운 영화또 보고싶은 영화
yoon****,5,걸캅스, 킬링타임용으로 웃긴부분도있으나 조금 과한코미디를 유발하지않았나 싶었네요.이 영화로 인해 몰카
hans****,10,오리엔트 특급 살인, 아무 기대없이 봤다가 만점주고 갑니다. 너무 잘봤어요. 
qupi****,8,호텔 뭄바이, x같은 이슬람
sayo****,10,기생충, 뭔가 여운이많이남네 찜찜한데 잼있는....
ddd8****,5,미성년, 다 좋은데 마지막 초코우유 딸기우유가 너무 충격...설마했는데 진짜로 먹다니 그 장면 때문에 앞에 좋았던 것도 다 휘발됐네요 시작보다 중요한게 끝맺음인데..아쉬워요
rapp****,8,옥자, 전달하는 정확한 메세지가 있지만 터지는 갈등이나 임팩트가없다 그래도 즐거운 영화임은 분명하딘
ryqj****,1,완벽한 타인, 핸드폰을 왜 책상에 올려놓죠? 기분더럽네요 보지마세요
rapp****,9,기생충, 화면 색채 음악 여러 장르를 아우르는 전개 송강호의 연기 모두 좋았다부자에 대한 시기 질투 없이 사는 사람에 대한 연민의 교차
chu8****,10,킬링 디어, 이렇게 불친절한 영화는 처음이지만 그만큼 몰입감과 기괴한 사운드때문에 긴장감있게 봤음. 하지만 너무 불친절했다..
baks****,5,엠마뉴엘 3 - 굿바이 엠마뉴엘, 여성해방&amp;성해방의 상징이자 여러 남자들과의 자유분방한 사랑(?
gkdm****,10,알라딘, 분명 방금 보고왔는데 또 보고싶다
mok2****,10,기생충, 대박임돠^^ 너무 잘만들었네요
baby****,1,기생충, 한국최초 미슐랭스타를 받은 레스토랑에 기자와 손님이 가득차있다.  고급진음식을두고 서로 조용히 격식있는 행동과 
kjey****,10,기생충, 두시간이 너무 금방 지나가서아쉬웠음.
tpdl****,1,0.0MHz, 원작 웹툰은 공포탄
tony****,10,기생충, 말이 필요 없다. 이게 한국영화인가 싶다.
yo27****,10,기생충, 영화 10시에 보고 바로 쓰는데 진짜 멍 하다 한 번 더 보고싶다 
jjan****,10,기생충, 한번더 보고싶을정도로 재미있습니다!
hrns****,10,호텔 뭄바이, 어우..내가 현장에있는거 같았다..
baks****,8,다영씨, 영화가 흑백의 무성 영화임~다영이가 예뻤으면 좀 더 감정이입이 잘됐을텐데...변혁은 상류사회에서 일본AV배우 하마사키 마오도 캐스팅 했는데 여기는 우츠노미야 시온 캐스팅 하면 안될꺼 있나?어차피 대사도 없는 무성영화임.차선은 시노자키 아이~아이시떼루짱
high****,10,모아나, 내용 스토리 음악 모든게 완벽했습니다 사랑해요 모아나♥
ddub****,10,베일리 어게인, 이든이 베일리 알아볼때 진짜 눈물 콧물 다 쏟음ㅜㅜㅜ
chek****,8,기생충, 반전은 좀 충격이고 캐릭터는 진짜 잘 살렸다...근데 스토리가 탁 터지는 게 없네
dani****,10,알라딘, 램프에 갇혀있던 그 시절 나를 불러내어 가슴이 아련해졌다.
sung****,10,고질라: 킹 오브 몬스터, 진짜 재밋었습니다 5년을 기다렸는뎅ㅎㅎ행복합니다
qqwe****,10,알라딘, 완벽했다 어렸을때 알던 알라딘을 변형시키지 않으며 오히려 더 교훈을 주고 내일의 나를 조금이라도 변화시켜주는 그런 맘따뜻해지는 영화 왜이제봤나 후회된다ㅎㅎ나원래영화평안쓰는데 영화보고들어가는 택시안에서 나도모르게 검색하고 평달고있는..싱기방기한상황
ht36****,10,007 카지노 로얄 , 007시리즈중 가장 완성도가높다 최고
chb5****,10,기생충, ㅋㅋ영화 시간 가는줄 모르고봄 다혜 존나이쁨ㅎㅎ
4277****,1,위대한 소원, 평점 1점도 아까운 영화
agne****,10,바람 바람 바람, 존나 잼있는데? 물론 불편한 분들 계실 듯 ㅋㅋㅋ
amom****,10,노리개: 그녀의 눈물, 방가방가하고 최순실 따까리  전직차관하고 조선일보 간부출신 국개의원 국민이 용서하지 않는다...
dhgr****,10,배심원들, 재미도 있고. 감동도 있고 의미도 있는 영화. 우리들도 흔히 인생에서 보이는 것만 보고 누구를 쉽게 판결
22un****,10,완벽한 타인, 코믹하면서도 생각해볼만한 내용이 많은 영화!재미있었어요!!
qotj****,10,기생충, 계급화되어가는 자본주의세계를 잘보여주는영화
wdaj****,10,"연애, 그 참을 수 없는 가벼움", 좋은데서 잊고 편히 쉬시길.
yee0****,10,기생충, 어떻게 이렇게 딱딱 들어맞게 생각하도록 잘 만들었을까
wotc****,9,로켓맨, ㅇㄴ 소울이 장난아님 중간마다 좀 부담스러운 게이 커플 그런영상이 있지만 그런것 제외하고는 엘튼존의 드라마 스러운 이야기를 뮤지컬로 보여줘서 재밌게봄
guna****,10,배심원들, 겁나 재밌네... 대박 났어야 할 영환데
murq****,1,0.0MHz, 공포 영화로써의 그 어떤 미덕도 갖지 못한 전파 쓰레기
alsr****,10,알라딘, 최고다알라딘 쟈스민최고다
mart****,1,걸캅스, 평점 꼭 남겨야겠어서 로그인합니다. 최근 3년간 본 영화중에 제일 최악이었습니다. 소재만 2019년 소재입니다. 하정우님 까메오에 1점 더 주려했다가.. 아 도무지 아닌 것 같아 1점으로 마무리합니다.
tldl****,8,호텔 뭄바이, 알라 10샣기 개샣기 똥물에 튀겨죽일 무함마드 ME뒈진 시부뤠 벌레샣기 코란은 내 똥닦는 휴지 대용 미만잡 찌라시
sgo1****,4,기생충, 과평가. 그저 인간을 기생충화 한 영화인데상때문에 다들 너무 의미부여 하는 듯. 빈부격차? 글쎄? 그저 파렴치사기꾼들에 대한 권선징악&amp;애꿋은 부자가족의 피해만 보이는데
dada****,5,상류사회, 이런 ... 뭣같은... 망할
tndl****,10,기생충, 정말소름끼치게 좋았습니다..봉준호감독님 존경스럽네요. 아름답고 화창함과 어두움의 극적인 대비. 데이빗린치 영화가 떠오르네요
dbsd****,10,공동경비구역 JSA, 진짜 마음 아프고 배우분들 연기력 대박이에요 특히 김태우배우님!!! 연기 제 인상에 너무 와닿았어요
lamo****,10,알라딘, 재밌어요~ 여러모로 신경쓴게 티남~ 알라딘 정말 잘생겼네요 참함 되게
du11****,10,기생충, 상징이 크게 와닿지는 않았던
happ****,10,엑스맨: 다크 피닉스, 난 너무재밌게 봤는데 ...
vthy****,10,어벤져스: 엔드게임, 아쉬운 점도 많았지만 그래도 3000만큼 사랑해
ckda****,1,깡치, 일진미화물 별 반개주는것도 아깝다
tj04****,10,알라딘, 아들이친구들과보고잼있어추천해서아빠랑같이봤어요~넘재밌게보고왔어요.실사환상최고~
hyer****,10,남자사용설명서, 포스터때문에 안볼뻔한 영화
1win****,10,기생충, 조여정의 재발견과 이정은 연기 대단하다
vthy****,10,알라딘, 처음 포스터 나왔을 때까지만 해도 뭔가 싶었는데 인생영화 중에 하나가 될 것 같다 자스민 내 술탄은 존멋존잘 알라딘은 애니메이션의 능글맞음이 많이 사라져서 너무 좋았다 윌 스미스는 지니였던 전생을 기억해내고 찍은 듯한 싱크였음 자파 악당이지만 존잘
usbu****,7,기생충, 여러의미로 충격적인 영화였다 몰입도 있게 봤지만 재밌다고 하기엔 조금 애매함
yjse****,10,슈퍼미니 2, 대사가 없어도 감동 따뜻해요 재밌게봤어요.3편도 기대할게요~
dplu****,1,걸캅스, 감독 필모그래피 겁나웃기네 현장지원
jiho****,9,아이언 자이언트, 재미도 있고 감동...도 있는 거겠죠 그리고 1999년도에 만들어진 것을 고려해보면 아주 좋은 영화인 것 사실입니다.다만 최고의 영화 이건 좀 과장인 것 같구요 비슷한 주제의식으로 드래곤길들이기 시리즈가 더 재밌는거 같내요.결론 재밌고 한번쯤  굳
beau****,6,알라딘, 더빙  아쉽네요. 자막으로 다시 봐야겠어요.
mais****,2,0.0MHz, 공포영화가 이렇게 지루해도 되는건가요?
su06****,2,0.0MHz, ㅋㅋㅋㅋ토렌트 에디션댐ㅋㅋㅋ한국영화는 가망이없다 cg능력도 개떨어지고무슨 7광구보다 개구리네정은지 연기는 그냥 그럭저럭이고안시성 설현보다 좋음 딱 그정도임
love****,9,기생충, 분명 웃기고 재미있는데 쫄깃하고 먹먹하다. 종합선물세트... 아들이랑 같이 보기에는 알 수 없는 부적절함ㅋㅋ  봉준호. 천재!!!
guds****,10,엽기적인 그녀, 몇번을 보아도 정말 걸작이라 생각해요..!
guds****,10,엽기적인 그녀, 몇번을 보아도 정말 걸작이라 생각해요..!
guds****,10,엽기적인 그녀, 몇번을 보아도 정말 걸작이라 생각해요..!
ndm0****,2,기생충, 선을 넘은 건  진정 누구일까? 치밀하게  계획된 관객의 감정유린.. 자유의지대로 느낄 감정조차 본인의 의도대로 조정하려는 자..멋진 신세계의 인간이 된 듯 불쾌하고 조롱당한 느낌..관객존중 부재.. 선을  넘은 자
rkim****,8,기생충, 날씨의 빈부격차. 이제 자연환경도 나뉘는구나
nyr3****,6,악인전, 말이 너무 많음.. 자연스럽지 않고 스토리도 매끄럽지 않은 느낌 
kind****,10,인어 공주, 진짜 인생영화. 봐도 봐도 아름다운 영화에요.
wlrm****,10,올드보이, 미친 영화. 초중반에 너무 B급 감성에 조잡한 구간이 조금 있긴 하지만 후반부로 전개될수록 감탄이 나온다. 유지태 목소리랑 표정연기 훌륭
reda****,7,배심원들, 모두가 “네”라고 할 때 “아니요”라고 할 수 있는 사람
oja0****,9,기생충, 잘만들었습니다 좋다기보다는 멋있었습니다
choi****,10,알라딘, 연기와 노래 모두 즐거움을 주는 영화!
moja****,10,기생충, 엄청난 영화였지만 올드보이는 못넘었지. 박찬욱 화이팅!
apo2****,10,알라딘, 영화 끝나고 집에 돌아오는길 온 세상이 아름다워보인다.
phb0****,9,인생, 딴 건 모르겠고 공리 진짜 예쁘다....
ailo****,6,기생충, 영화의 방향과 의도가너무 노골적이라  좀 불편했다 
dnld****,10,그녀를 믿지 마세요, 이거 진짜 재밌는데 왜 이렇게 언급이 안 될까
yah9****,10,기생충, 기생이 아니라 이제는 공생을 생각할 때.
sikc****,10,데자뷰, 오래 된 영화지만 명작이네요
sodu****,10,기생충, 같은 인간으로 태어났지만 운명의 굴레는 벗어날 수 없는 것..마음이 먹먹하다..
ntwo****,10,러브 오브 시베리아, 2019년에 왔습니다. 이건 꼭 보세요
cloc****,10,기생충, 잘못된 인연은 결국 죽음으로 귀결된다.
bbac****,8,기생충, 슬프다. 찬란하고 박복함을 완벽히 담아낸 명작이다
cand****,10,고질라: 킹 오브 몬스터, 눈호강하네요ㅋㅋ잼나게 잘 봤음!!
skyc****,10,기생충, 리얼한  삶의모습이였습니다
ssk2****,10,내가 찍은 그녀는 최고의 슈퍼스타, 마지막부분 너무 눈물 핑돔 ㅠ??ㅠ??
wjsd****,10,기생충, 너무 재밌어서 두번봤어요 ㅎㅎㅎ최고
slud****,7,기생충, 상받은 화제영화 치고는 스케일이 작네요유명감독
firs****,1,걸캅스, 아 내 시간... 돌려줘
wooy****,5,0.0MHz, 아이돌 집합체 작품 치고는 그냥 볼만했다. 엔딩이 맘에 안들지만
lmj0****,10,알라딘, 진짜 기대 하나도 안하고 봤는데 너무 아름답고 행복한 영화였어요. 엄마미소 짓다가 울기도 하다가 그냥 너무 감동...
moku****,1,0.0MHz, 이게 영화라고? 하. 너무하다 진짜
lgd8****,10,기생충, 예술 영화와 같은 작품성과 대중성을 동시에 갖춘 흔치 않은 웰메이드 영화
jojo****,1,0.0MHz, 역시 원작을 살리는건 어렵다는걸 실감했다
zksy****,6,고양이를 빌려드립니다, 현대인의 외로움을 귀엽게 표현한  영화.
lsbo****,10,알라딘, 디즈니는 이제 정말 상상을 초월한다.. 상상 그 이상. 애니메이션 실사화의 종결자!
nswe****,8,기생충, 잘만들었다. 허나 불편하다.집에 가서 소주가 아닌 와인 한 잔 해야겠다.소주를 마시는 내 모습이 오늘따라 더 슬플거 같기 때문에
rnvh****,10,엑스맨: 다크 피닉스, 어벤져스보다가 보니 당연히 시시하지어벤져스랑 비교하지말고난 잼있게봤어요!!!
seei****,10,끝까지 간다, 이선균의 최고의 영화인듯
